"y","x1","x2","x3","x4","x5"
0.9242,0.40556,-0.071093,0.050843,0.023941,0.040171
0.91003,0.23458,0.50245,-0.076526,-0.066218,-0.098725
0.51662,0.027411,0.092175,0.015336,0.14649,0.024399
-0.93192,-0.064963,-0.32398,-0.06403,-0.084293,0.12072
0.37629,0.25853,0.27356,-0.12086,-0.10518,-0.024851
-1.6527,-0.42328,-0.059763,0.062585,-0.045357,0.097274
0.021474,-0.017206,0.17094,0.030958,0.13421,0.040871
-1.4414,0.1143,0.1604,-0.047694,-0.033325,0.015331
-1.4542,-0.27817,-0.045938,0.0727,-0.052447,-0.036523
-0.65064,0.051116,0.35095,-0.0025763,0.16535,0.082013
-1.3441,-0.29589,-0.14575,-0.10752,-0.02009,-0.10443
-0.10992,-0.22374,-0.56238,0.035675,-0.051727,0.11885
-1.3301,-0.47974,-0.01598,-0.079815,-0.0024268,0.18423
1.0321,0.40377,0.021677,-0.081357,-0.2904,0.037666
0.54628,0.31022,0.053938,-0.12748,-0.0039317,0.053724
0.083959,-0.27827,-0.068032,0.10186,0.069602,-0.092432
1.5977,-0.27266,0.20659,-0.040577,0.2032,0.064136
1.2242,-0.33347,-0.036342,0.11826,0.21403,-0.012449
0.55114,-0.58787,-0.063582,0.049278,0.091907,0.045348
-1.4129,-0.10589,0.26101,0.1141,0.10383,-0.10895
0.96148,-0.59402,0.42311,-0.052921,0.18986,0.087926
1.3115,-0.1931,-0.23054,-0.09149,0.098786,0.00052302
0.96555,0.14333,0.21579,0.040068,-0.077425,0.024813
0.098004,-0.011264,0.12113,0.0779,-0.064186,0.037182
1.0957,-0.38593,-0.21777,-0.083849,0.12737,-0.13368
-0.44846,-0.14297,0.31557,0.032481,-0.03981,0.057019
1.0246,0.2212,-0.18821,0.0061085,-0.00021899,0.046284
0.0029655,-0.056899,0.18667,0.11913,0.10494,0.020338
0.98406,0.028619,0.25881,0.029433,0.095908,-0.05534
1.1029,0.0042459,-0.040589,-0.034718,-0.1187,-0.038956
0.4565,0.53583,-0.2869,0.01821,-0.071941,-0.097505
-0.51108,0.44515,-0.38785,-0.020873,0.06805,-0.012855
1.0271,0.35579,-0.14161,-0.0037269,-0.17064,0.024999
0.34177,-0.28885,-0.068951,-0.0069786,0.089553,0.039341
0.19619,-0.13059,-0.39642,0.079926,-0.032627,-0.10283
-0.31943,0.34302,-0.8134,-0.055074,-0.10512,0.038644
1.5711,-0.12683,0.098592,-0.0012323,0.052496,0.026039
0.34912,0.22078,0.19137,-0.10178,-0.011083,0.032377
-1.2311,0.023131,0.032357,-0.06968,0.24912,0.14683
1.6776,0.42724,-0.28138,0.027708,-0.014191,0.00057682
0.63988,0.34622,0.27362,-0.10987,-0.023791,0.042177
-0.4839,-0.15019,-0.40859,-0.099814,0.10404,-0.0069974
0.5938,-0.53902,0.46257,0.051549,-0.0073881,0.181
1.3646,-0.26511,-0.011178,-0.020478,0.16782,-0.15257
-1.4233,0.0030151,-0.1232,0.084556,-0.24986,-0.037398
-0.67779,0.278,0.049219,-0.097283,-0.083346,0.13155
-1.2703,-0.34571,0.26334,-0.040207,0.13796,0.018286
-0.7576,0.33775,-0.006988,-0.096964,-0.046423,0.042761
-0.60494,0.38659,-0.014231,-0.042964,0.00020521,-0.13098
-1.1513,-0.057908,-0.21763,0.057726,-0.041378,-0.037435
1.0702,0.24458,0.2177,-0.073401,0.030406,0.12188
-2.0585,-0.59622,0.14359,-0.0049,0.1691,0.11332
0.7168,0.15257,0.0076946,0.049275,-0.060253,-0.030464
-0.11268,-0.22509,0.35308,0.10052,0.049564,0.042448
-2.7134,-0.48951,-0.18808,-0.032808,-0.055578,0.087596
-1.5544,-0.16738,0.17997,-0.11937,-0.014249,-0.17051
0.58973,0.43466,-0.013574,0.020025,-0.044958,0.032314
1.2937,0.54647,-0.34538,0.08263,-0.10406,0.041786
0.81656,0.045084,0.2312,-0.1666,0.23164,0.12989
-0.10126,0.33352,-0.25558,-0.056744,0.16787,-0.13123
-0.42615,0.041796,0.37248,-0.0031428,0.070685,-0.15255
-0.69472,-0.21772,-0.15966,-0.12084,-0.062318,-0.04206
-1.5635,-0.21052,-0.22141,0.12865,0.1685,0.060921
-0.78556,0.25493,-0.61144,-0.068855,-0.0097735,-0.11156
0.48249,-0.1809,-0.22107,-0.091238,0.096134,-0.061814
-1.7881,-0.0582,-0.027456,-0.063887,0.1039,-0.079917
1.4703,-0.37545,-0.097619,0.23826,0.13981,0.072876
0.10404,-0.2218,-0.45703,0.0012643,0.15167,-0.029444
-1.6006,-0.31542,0.12142,-0.023131,0.10555,-0.0061331
-0.85539,0.045102,-0.22874,-0.1902,-0.067425,-0.074848
-0.55925,-0.41265,0.65253,-0.089682,-0.13936,0.072816
-0.79304,-0.36258,-0.37565,-0.012951,0.20777,-0.030619
1.5355,0.38859,-0.0013208,-0.014279,0.096145,-0.10171
-2.1545,0.38994,-0.80442,-0.028015,-0.021676,0.0016064
-0.76968,0.27685,-0.14806,-0.040409,-0.25111,-0.015032
0.90071,0.068757,-0.11725,-0.098822,-0.031643,-0.0049706
0.96437,-0.3623,-0.011128,0.06407,0.075929,0.027657
0.33914,-0.067687,-0.05121,-0.036999,0.31985,0.15056
1.6447,-0.44703,0.21724,0.1064,0.13592,0.10652
-1.1162,-0.27262,-0.079027,-0.0808,-0.012887,-0.017077
0.84295,0.12574,0.20638,-0.077311,0.021226,-0.078514
-0.61032,0.43356,0.084251,0.0066739,-0.0036307,-0.14346
0.4095,-0.050615,0.027508,0.15946,-0.0396,-0.035595
-1.1187,-0.48134,-0.15148,-0.059062,0.19331,0.061331
-0.36327,0.15387,-0.26451,0.040761,0.13091,0.081928
-0.15258,-0.50693,-0.28093,0.038459,0.043063,0.042716
1.2865,-0.16726,0.0070387,-0.021136,0.051295,-0.026724
1.2848,-0.11546,0.011826,0.022419,-0.075413,0.10693
0.056392,0.037404,-0.042578,-0.0046685,0.12039,-0.076692
-1.3047,0.012109,0.12303,0.13094,-0.014962,-0.049339
1.0404,-0.055955,-0.061642,-0.10055,0.0064204,-0.015331
1.6477,0.34175,0.27043,-0.062036,0.21669,-0.033716
1.1895,-0.00074811,0.0089577,0.06173,-0.22346,-0.035047
1.499,0.50974,-0.20354,0.08645,-0.21981,0.067693
0.97789,-0.044923,0.44802,0.032819,0.046806,-0.12501
0.11284,-0.1059,0.13123,0.067579,0.11604,-0.0014216
2.3864,0.19464,0.30731,0.0052432,-0.081678,-0.059145
0.79228,-0.11732,0.20267,0.0092771,0.14112,-0.0013887
0.47133,0.051452,0.20595,-0.060712,-0.0001627,-0.074866
-1.2539,-0.0074621,-0.43982,0.10666,-0.039783,0.046474
0.078577,0.22158,-0.28713,0.018334,0.028248,-0.049872
-1.5356,0.20229,-0.21853,0.021775,-0.12552,0.0023635
1.2,-0.51869,0.23958,0.039704,0.065958,0.050435
1.4,-0.24468,0.2925,0.026402,0.13133,0.071684
-1.4865,-0.097151,0.24777,-0.030672,0.01035,0.057162
-1.2751,0.051193,-0.43123,-0.059482,-0.0033457,0.033968
-0.40725,-0.11163,-0.082093,0.026048,0.31239,-0.032552
1.3638,-0.10507,-0.039776,-0.019155,0.034146,0.0072307
1.0261,0.30513,0.14483,0.002203,-0.016817,-0.13272
0.84636,-0.25347,0.084827,-0.017315,0.016353,0.038997
-0.27913,0.06449,-0.4575,-0.063864,-0.11408,0.091697
1.0972,0.16084,-0.1851,-0.11628,0.015083,-0.12957
-2.1293,0.22909,-0.4506,0.056792,-0.12492,-0.051827
-0.43114,0.50518,-0.048397,-0.18277,-0.031203,0.049526
0.55626,0.15984,0.25485,0.063718,-0.11001,-0.058933
1.4142,0.041605,-0.048303,0.014804,0.1071,0.11603
1.3103,0.18424,0.15114,-0.04153,-0.061827,-0.13197
0.99246,0.23746,-0.13563,-0.005495,-0.035295,0.0050916
-0.16269,-0.2396,-0.030336,-0.0032415,0.054496,-0.012201
-1.6044,0.26337,-0.29588,-0.0033687,-0.083864,-0.14315
0.38364,0.32027,0.072986,-0.14833,0.031095,-0.021803
0.77115,-0.11852,0.10914,0.04141,0.013543,0.028433
1.588,-0.34458,0.64509,-0.028029,-0.017728,0.027616
-1.5067,0.12302,-0.83567,0.024041,-0.075693,0.018662
-0.21376,0.074651,-0.42959,0.010999,-0.17548,-0.15048
-1.4156,0.5717,-0.53976,0.02677,-0.12217,-0.0055915
-1.7274,-0.57022,0.11162,0.092745,0.004335,0.11666
-1.8431,-0.040059,-0.27322,0.020788,0.090146,0.12521
1.2314,0.26534,0.091055,0.081116,0.090795,-0.0099
-0.60927,0.31562,0.0016241,-0.006444,-0.28235,0.074629
0.46684,-0.043519,-0.42595,0.037352,-0.1465,-0.067682
1.2123,0.099236,-0.12283,-0.080794,-0.039558,-0.0015315
-1.0623,0.44632,-0.056133,0.019351,-0.13315,0.027593
-0.99677,-0.072447,-0.42685,0.06084,0.030362,0.070041
0.06033,0.38811,0.22681,-0.16547,-0.21655,-0.020145
0.91187,0.49891,-0.4973,-0.02098,-0.08688,-0.070009
0.81276,0.72314,-0.16698,-0.037989,-0.14059,-0.11811
1.5761,-0.29049,0.38737,0.029899,0.044679,-0.085432
-0.29475,-0.13839,-0.51563,-0.082266,0.14852,0.012559
-0.62909,0.026068,0.17278,-0.16425,0.087464,0.069754
0.93834,-0.18884,-0.57271,0.059899,-0.069496,-0.0064418
0.061773,0.2203,0.28373,-0.063623,0.039529,-0.0048714
1.169,0.35115,0.10459,0.10654,-0.0017303,-0.12901
0.036965,0.055205,-0.33001,0.11469,-0.2203,0.023459
-0.16453,0.24386,0.41976,0.006635,-0.18341,-0.1177
0.38627,0.23639,-0.089035,0.11008,0.27485,-0.10274
0.76865,0.20774,-0.025836,0.031763,-0.14291,-0.053022
-1.7478,-0.14572,0.079261,-0.14198,0.042702,0.04156
-0.17818,0.088154,0.17118,-0.064172,0.055381,0.13545
-0.72977,0.30654,0.33049,-0.09853,-0.12244,-0.19101
0.20249,0.16043,-0.079401,-0.061222,0.18916,0.058254
0.17611,0.65345,-0.18325,-0.081847,-0.048499,0.078134
0.49863,0.031216,0.086147,0.04414,0.10405,-0.032205
-0.94321,0.19748,-0.76259,0.058735,0.00048659,-0.069235
-1.1875,-0.0068083,0.13036,-0.085781,-0.096764,0.028251
0.28742,-0.037067,0.46411,0.082018,-0.040447,-0.049955
1.2061,0.16339,0.64431,-0.074197,0.16184,-0.24886
-0.21179,-0.14864,0.33159,-0.04963,0.086349,-0.053359
-1.1838,-0.35847,0.10691,-0.03138,0.16958,0.10302
-1.3256,0.057629,-0.15312,0.013964,-0.23918,-0.0033837
0.74594,0.22117,-0.5451,-0.095852,-0.0080984,0.035592
-0.83242,-0.097958,0.15185,0.071307,0.10098,-0.009981
-0.3802,-0.029596,-0.23529,-0.096188,0.10752,0.16226
-1.7094,-0.47805,0.15034,0.13145,-0.066304,0.050992
0.83074,0.54067,-0.51411,-0.099342,-0.1289,-0.10939
1.0796,0.50162,-0.23685,-0.058204,-0.1153,-0.040837
-0.35999,0.01377,0.22708,-0.03605,0.14743,0.0080349
0.8717,-0.19127,-0.017535,0.021833,0.027369,0.012762
-0.30919,-0.33701,0.010981,0.042293,0.029504,0.031476
0.13266,0.3256,0.22133,-0.12281,-0.11786,-0.078347
-0.78937,0.351,-0.16771,-0.058264,-0.14943,-0.024503
-1.1458,0.41736,-0.060966,0.027832,-0.051682,-0.032867
-0.12003,-0.26241,0.014707,0.061087,-0.18276,0.063123
-0.64838,-0.0013913,0.17068,-0.017307,-0.1152,-0.061256
-0.75287,0.48915,-0.96718,0.0014482,-0.1671,-0.042132
0.36159,0.27293,0.20114,-0.027304,-0.043647,0.015893
0.7722,0.37264,0.15471,-0.091373,0.18616,-0.020419
-1.3839,0.020192,0.139,-0.06169,0.1285,0.028328
-0.99506,-0.12096,-0.3443,0.11128,0.059078,-0.19144
1.0123,-0.32412,0.36108,0.048988,-0.03043,0.033058
-1.5199,0.035346,0.23926,-0.028477,-0.1463,0.026335
0.19947,-0.30481,0.28979,0.028573,0.18872,0.11448
1.012,-0.044761,-0.0032096,0.013417,-0.10639,-0.050222
0.27929,-0.38088,-0.043794,0.13097,0.048518,-0.070497
-1.0631,-0.23723,-0.51186,0.074399,0.136,0.079781
0.37616,-0.11682,0.35677,-0.050926,0.034832,-0.057667
0.41095,0.6816,-0.30583,0.017836,-0.10477,0.0048204
0.8482,0.17496,0.31953,-0.020206,-0.066276,0.066525
-1.1448,-0.0033874,-0.052489,0.02506,0.081727,-0.047905
-0.76482,-0.32202,0.0093717,0.084468,0.055347,-0.044279
-0.011473,-0.1782,0.25036,-0.0080889,0.14027,-0.023906
-1.2831,0.16142,-0.62397,0.045878,-0.11351,0.10076
-1.1858,0.011529,-0.30582,-0.015138,0.078221,0.079627
1.3363,0.28466,-0.17274,-0.037763,-0.040807,0.092545
-0.17648,-0.26094,-0.090263,-0.048239,-0.042092,0.0037941
-0.78346,0.46855,-0.55549,0.031728,-0.23708,-0.079987
1.601,0.67125,-0.31525,-0.0045762,0.20669,-0.18712
0.82838,-0.39548,0.076081,-0.04019,0.010183,0.15925
2.1436,0.097558,0.52138,-0.013479,0.039254,-0.07742
-0.97488,-0.35699,0.90709,-0.044342,0.030774,0.12408
-0.61452,-0.050023,-0.11158,-0.0095138,0.06144,-0.01057
1.5522,-0.1734,0.35627,0.00993,-0.061878,0.15232
0.88955,-0.23315,0.50228,0.17184,0.021978,-0.077084
-0.91903,0.23384,0.47903,-0.007999,-0.2967,0.03511
-0.86078,0.30218,-0.50509,-0.045784,0.10592,-0.15998
1.3307,-0.11069,0.26156,0.054673,0.011371,-0.043001
1.6101,0.17036,-0.05469,-0.061233,0.0544,-0.0035586
1.0333,0.18951,-0.18167,-0.079985,0.057133,0.13825
-1.6341,0.042364,-0.16315,-0.086263,0.059325,-0.05649
1.4124,-0.29733,0.44307,0.084694,-0.063101,0.020102
0.33862,-0.090825,0.54981,-0.020506,-0.12185,-0.02438
1.0212,0.48975,-0.62083,-0.063206,-0.15816,0.077173
-1.346,0.11431,0.46524,0.016161,-0.025091,-0.1268
-1.5641,0.29431,-0.23569,-0.012899,-0.10335,-0.091493
-1.4254,0.25987,-0.082369,-0.034834,-0.01161,0.021584
-0.19709,0.23172,-0.16971,0.095036,-0.19875,-0.034173
0.43247,-0.30864,0.38175,-0.13173,0.089422,0.21262
0.032895,-0.46623,0.30697,-0.029097,-0.0043086,0.17911
-0.41013,0.036245,0.21562,0.031381,-0.078487,0.010778
1.6282,0.35948,0.063687,-0.10865,-0.076349,0.034817
-0.60795,0.27689,-0.069687,-0.013349,0.06801,0.018234
-0.45175,0.17496,-0.10771,0.024887,0.025382,-0.065732
1.4659,-0.45809,0.41509,0.032091,-0.0091972,-0.0054964
0.92473,0.10588,0.41174,-0.040096,-0.065159,-0.06647
1.6626,-0.6973,0.53343,0.1293,-0.098856,0.10212
-0.29567,-0.25219,0.52761,-0.11807,0.11785,0.11291
-0.45713,-0.071431,-0.18204,0.18884,0.15572,0.14356
1.3276,-0.063761,-0.042265,0.00098148,0.10806,0.14143
-0.1283,-0.65351,0.0072606,-0.02808,-0.071921,0.23648
0.88469,0.17931,-0.16342,0.024853,0.10942,-0.24971
0.46799,-0.38087,-0.42993,0.026224,-0.063897,0.082345
-0.20116,0.23534,0.21531,0.014648,-0.19976,-0.057787
0.4905,-0.056203,-0.12693,0.14367,0.21082,-0.034539
-0.064636,-0.15277,-0.49175,-0.0061265,0.18807,0.01888
-1.3362,0.01095,-0.13761,-0.035948,-0.19208,-0.072497
-1.1824,0.086894,-0.51923,0.038634,-0.068868,-0.042011
0.65154,0.3021,0.40648,-0.066353,0.052357,-0.081228
0.7911,-0.077165,0.12655,0.042881,0.16119,0.036199
-1.1842,-0.22798,-0.25157,-0.072434,-0.16,0.21038
0.55915,-0.16222,0.2332,0.072556,0.0057864,-0.02542
0.24673,0.51337,-0.44693,-0.091895,-0.14759,0.073279
1.3121,-0.12961,0.18829,-0.079003,0.16242,0.0010525
-0.80296,-0.069604,0.68833,-0.025925,-0.0093322,-0.05
1.2873,0.21529,-0.054352,-0.088275,-0.12362,0.037744
-1.1622,-0.042959,0.19611,-0.15955,-0.04599,0.036044
0.79425,0.52736,-0.16362,0.0014463,0.051245,-0.076509
-0.65967,0.24161,-0.38335,-0.025369,0.028237,-0.010082
0.94022,0.11481,0.36597,-0.088749,0.034837,-0.010702
-0.32875,-0.41976,-0.15609,0.0064759,0.041811,-0.09006
1.4183,0.27514,-0.074076,-0.031675,-0.090288,-0.14935
0.70039,0.10718,0.13788,0.094278,0.036206,0.051597
1.242,0.22988,0.48694,0.0059549,-0.12459,0.047577
-0.79304,0.081807,0.030661,0.014903,-0.018251,-0.10242
-1.3462,0.25181,-0.12526,-0.097798,0.16498,0.040601
0.8356,-0.24403,0.30207,0.13188,0.040187,-0.0047762
0.16127,0.16567,0.022935,0.15394,-0.055818,0.081587
1.667,-0.073867,0.042071,0.11323,0.04532,0.034366
0.69759,-0.30502,-0.54542,0.13463,-0.11147,0.096952
-0.75498,0.20033,0.2082,0.054204,-0.069157,-0.040467
-1.4668,0.037677,0.21695,-0.033419,-0.12347,-0.038211
-1.7014,-0.23181,-0.024071,0.050421,-0.054887,0.040327
1.4346,0.91246,-0.37483,-0.25428,-0.096329,-0.0016029
-1.2101,-0.17496,0.49081,-0.083868,-0.10133,0.1386
0.13279,-0.35299,-0.086551,-0.0090769,0.22017,0.011101
1.054,-0.067894,-0.14629,-0.049883,0.073146,0.023497
-0.56608,-0.18313,0.22394,0.029009,0.0463,-0.02555
-0.96093,0.02899,-0.32338,0.13744,-0.28994,-0.011692
0.06663,-0.36355,0.70379,0.071971,-0.062239,-0.027665
-0.38349,-0.010442,-0.35509,0.091215,0.0044493,-0.076064
0.84597,-0.17863,0.48259,-0.16468,0.066797,-0.057977
-1.3561,-0.16357,0.49058,0.01608,-0.18707,0.0043282
-0.98272,-0.014494,-0.41516,-0.096307,0.066439,-0.014602
-1.3928,-0.40443,0.30327,0.1029,-0.049103,-0.061983
0.018062,-0.081596,-0.086818,0.09276,0.04662,0.019457
1.125,-0.0056193,-0.35163,0.057672,0.068971,-0.039597
-0.4356,-0.32841,-0.20117,0.15352,-0.35756,0.07973
-0.35093,-0.32746,-0.41484,0.10502,0.078116,0.0050705
0.51622,0.29503,0.21832,-0.09067,0.12751,0.0073074
0.92591,-0.62901,0.21673,0.010343,0.056627,0.0061823
2.215,0.02054,0.27057,-0.0019762,0.080709,-0.083445
0.32024,0.22812,0.54671,-0.079114,-0.087326,-0.11333
-0.53353,-0.2657,0.042022,0.10582,0.15014,-0.1451
1.7764,-0.021781,-0.13215,0.1011,-0.11782,0.046752
-0.23936,0.48842,-0.093957,-0.072306,0.061558,0.048142
-0.96495,0.49384,0.36597,-0.11277,-0.20415,-0.041235
-0.61544,-0.28333,0.3574,0.05205,0.043841,0.018142
-1.5016,0.0075912,-0.067931,-0.014002,0.017615,-0.020959
1.2476,0.052076,-0.011551,-0.18154,0.14255,-0.0036822
-1.4894,-0.23618,0.040156,0.033533,0.04171,-0.12183
-0.29829,0.15763,-0.55042,0.046792,0.046851,-0.14948
-0.020137,0.057046,0.34932,-0.12804,-0.016809,-0.10403
-1.2453,-0.50576,0.088402,0.18765,0.031296,-0.12418
-0.57514,-0.044294,0.2451,0.077008,-0.0041378,0.017819
-1.4567,-0.41741,0.032917,-0.0011462,0.10888,-0.029079
-2.0394,-0.5314,-0.32487,0.01792,0.19652,-0.080545
-0.67503,-0.012428,-0.12609,0.002612,0.060751,0.026268
1.2172,-0.26086,-0.36222,0.084239,-0.12937,-0.067748
0.50598,-0.0045903,0.16671,0.03815,-0.10169,0.0080401
0.27298,0.12598,0.20331,-0.11976,-0.050085,0.066451
0.73386,0.20703,0.23401,0.02794,-0.051061,0.090509
-1.5128,-0.069075,-0.27566,-0.010814,0.15794,0.12168
-1.2147,0.1554,-0.20901,0.085684,-0.13661,0.061189
-0.69932,-0.076006,-0.10833,-0.10091,-0.010493,0.065868
-1.0266,-0.065353,-0.44083,0.046761,0.052561,-0.046018
-1.4461,0.30269,0.50326,-0.11823,-0.09027,-0.061245
-1.3902,-0.30156,0.27338,0.026501,0.18546,-0.05534
-0.57238,0.207,-0.12616,-0.075086,-0.015512,-0.014558
0.47881,-0.11698,0.30114,0.057272,-0.043597,-0.048112
1.2974,-0.10058,0.029601,0.12283,0.10259,0.071612
-0.096927,0.052322,-0.71413,-0.13811,0.21171,0.029793
0.22074,-0.16864,0.092912,-0.043599,0.099759,-0.053081
0.81985,-0.078974,0.20493,0.042208,-0.17459,-0.11108
-0.87863,0.33681,0.32152,-0.035071,-0.15658,-0.12459
1.4211,-0.28255,0.28537,0.15463,-0.076747,0.09607
-0.063193,0.62476,0.10986,-0.078724,-0.1286,-0.17287
-0.77309,-0.15568,0.37749,-0.093636,0.18517,-0.058826
-0.44374,-0.56312,-0.066448,0.05606,0.064417,-0.11311
-0.7068,0.06347,0.3614,0.14696,-0.12709,-0.17154
-1.2244,-0.19964,-0.36184,0.081277,-0.20156,0.15829
-0.50727,-0.42991,-0.31387,0.042947,0.20248,0.06188
-1.6854,-0.72878,0.2126,0.11585,-0.050936,0.14885
-1.8538,-0.14534,0.14677,0.016674,-0.049364,-0.068141
0.00034052,0.28571,-0.06314,0.097251,-0.03924,-0.091767
-0.41092,-0.090302,0.092268,0.026665,0.15287,-0.076311
-2.221,-0.17601,0.19412,-0.052358,-0.26407,-0.07546
-0.09601,0.32925,0.051332,-0.0082642,0.048845,-0.090784
1.3212,-0.45157,0.11917,0.052571,0.059207,0.08004
0.13843,0.44572,0.01003,-0.067295,0.029259,0.056213
1.7337,0.11743,-0.061773,0.10905,0.045509,-0.12872
0.84531,-0.025791,-0.037929,-0.089731,-0.013662,0.23242
-0.72846,0.49073,-0.16599,0.0070583,-0.10399,0.055534
-0.73712,0.24131,0.091022,-0.051266,0.080567,-0.025993
0.91226,-0.30899,0.36998,0.011515,0.18226,0.030917
1.0279,0.17613,0.095949,0.034881,-0.081431,0.029153
0.9735,-0.26148,-0.58348,0.20336,-0.0017465,-0.080267
-0.9188,-0.04323,-0.27915,-0.0016706,0.013517,0.059676
1.3981,0.27973,-0.18231,0.061217,0.019842,-0.046859
